Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported
2020/12/22,China,Urban,2187.78,165.61,1123.73,3,606,18.82,4
2021/6/27,Russia,Forest,2611.64,362.95,146.24,3,112,16.28,1
2020/4/17,Russia,Suburban,3090.61,1230.09,1798.28,5,399,5.69,1
2020/9/16,Russia,Rural,5676.47,456.05,997.02,3,439,16.5,0
2022/5/12,India,Forest,1095.3,727.94,3042.95,0,853,8.53,2
2022/12/13,Philippines,Suburban,5701.14,1212.57,2068.98,5,426,3.92,1
2020/8/20,Philippines,Urban,1671.44,550.7,1290.6,1,920,9.49,1
2020/5/10,USA,Suburban,880.14,611.87,816.41,2,115,11.48,1
2022/9/2,Nigeria,Urban,1115.37,960.14,1099.55,5,168,15.39,0
2022/7/7,USA,Urban,2504.07,848.13,492.41,4,795,7.32,3
2022/1/11,Mexico,Forest,769.32,264.21,1290.37,1,57,3.36,0
2022/11/17,Germany,Rural,1270.36,1868.84,3202.12,4,756,2.34,2
2023/4/30,Nigeria,Mountain,2148.84,70.84,3932.68,10,788,2.69,1
2020/8/11,Mexico,Suburban,4585.91,449.72,2580.45,3,76,19.03,1
2022/7/14,China,Suburban,3030.1,1062.02,1233.91,3,339,19.06,1
2022/10/28,Indonesia,Forest,1723.48,169.01,265.56,7,77,19.39,0
2021/3/29,Mexico,Rural,2496.05,42.21,1046.62,4,208,6.4,1
2023/6/13,Indonesia,Urban,1998.03,1189.07,2166.86,2,194,4.24,1
2020/3/29,China,Suburban,578.58,829.84,1996.57,5,516,19.63,1
2024/1/29,Brazil,Rural,5115.41,282.88,967.94,3,795,19.77,2
2023/9/11,Germany,Coastal,4633.89,573.48,905.67,2,157,2.03,2
2022/12/3,Indonesia,Coastal,1573.01,298.76,1490.37,5,940,15.17,3
2021/9/9,China,Mountain,1148.93,1340.53,1153.67,3,488,6.13,0
2022/7/27,Mexico,Suburban,591.68,1087.89,1042.1,5,252,18.23,0
2023/8/10,Indonesia,Urban,2606.77,680.89,1001.85,4,826,2.24,1
2020/3/4,Nigeria,Suburban,2618.65,961.32,2834.09,2,874,17.83,1
2020/5/4,Brazil,Mountain,829.01,767.94,431.7,3,350,0.55,1
2022/9/7,USA,Coastal,2015.33,191.63,862.28,2,951,10.68,0
2022/4/2,Nigeria,Mountain,2965.89,69.02,903.67,4,959,7.04,2
2022/5/23,USA,Suburban,1084.91,1078,1260.01,3,976,8.83,1
2023/11/6,China,Suburban,1425.68,1332.38,1125.14,2,487,8.96,1
2020/8/9,Russia,Coastal,1414.78,304.67,1066.75,3,60,13.25,0
2022/10/1,Nigeria,Coastal,876.69,2250.77,458.5,2,886,0.95,2
2023/12/29,Nigeria,Rural,1448.71,645.58,1123.91,3,656,13.98,1
2022/6/27,China,Urban,360.27,40.07,1764.15,2,691,0.93,2
2020/5/30,Philippines,Coastal,1357.33,986.25,1293.56,3,152,4.11,2
2020/6/14,China,Urban,1373.93,3049.5,423.93,4,834,12.33,2
2021/10/21,Germany,Mountain,1588.19,522.7,1198.94,2,535,2.19,0
2023/5/30,Brazil,Mountain,2365.41,764.77,1140.36,0,159,19.82,0
2020/10/30,Germany,Coastal,545.93,2253.33,834.49,0,853,15.8,0
2020/5/14,India,Urban,650.88,37.58,1304.35,1,692,14.26,0
2020/9/15,Philippines,Coastal,857.14,89.26,650.61,2,752,5.72,0
2021/7/17,Philippines,Coastal,490.89,655.49,1820.32,1,860,1.45,0
2023/7/2,Philippines,Rural,2558.91,318.72,3771.02,1,142,19.59,0
2023/7/20,Brazil,Mountain,1045.64,656.97,1934.96,4,850,3.38,0
2023/4/13,Germany,Urban,1626.41,232.28,560.85,0,767,16.7,3
2023/1/28,USA,Mountain,793.77,1767.31,1749.09,3,919,4.35,0
2023/12/29,Mexico,Rural,1244.16,1036.77,2073.47,3,590,7.79,0
2021/10/27,Brazil,Forest,2086.4,934.51,1472.68,1,968,14.02,0
2022/2/19,Russia,Mountain,2160.27,525.85,1587.38,2,748,18.93,2
2023/5/8,Mexico,Rural,677.44,469.88,1043.74,2,898,0.89,1
2022/12/22,China,Suburban,1564.76,148.09,361.33,0,556,5.58,1
2021/8/26,Russia,Mountain,805.94,1847.55,987.54,3,226,15.42,0
2022/7/18,India,Urban,1520.42,901.83,486.98,3,488,3.88,1
2022/11/1,Indonesia,Rural,973.44,381.02,919.43,3,892,2.67,1
2023/5/24,Indonesia,Forest,5328.47,1137.33,702.92,3,717,1.4,0
2022/5/31,USA,Mountain,2954.16,1120.72,456.84,1,807,10.3,0
2020/7/22,Nigeria,Rural,2228.5,869.66,2757.06,3,760,15.47,0
2023/12/8,Russia,Forest,1331.93,2145.73,1106.99,4,560,19.25,1
2020/8/22,Philippines,Suburban,3013.18,1525.1,723.74,2,158,5.72,0
2023/9/2,Germany,Urban,1599.92,1067.87,224.4,2,921,2.87,1
2023/8/26,Indonesia,Mountain,4976.62,453.99,1997.78,7,121,8.35,0
2023/2/3,Nigeria,Suburban,3221.44,419.06,1326.19,1,538,1.58,0
2024/1/16,Indonesia,Coastal,1236.87,1515.79,4136.87,10,782,6.96,0
2021/3/16,Brazil,Urban,4608.08,1714.35,605.21,1,330,13.04,1
2022/5/30,Germany,Urban,1337.38,3299.88,2604.45,0,952,3.78,1
2022/7/13,Nigeria,Urban,5531.54,624.22,987.29,3,938,12.82,2
2021/4/12,Indonesia,Urban,4770.34,637.15,511.38,3,263,19.45,3
2022/4/27,Nigeria,Forest,2078.19,131.91,795.99,3,506,17.35,0
2021/11/25,India,Suburban,375.34,2135.65,1213.13,3,636,7.46,0
2022/7/17,India,Coastal,1962.48,852.68,724.48,4,467,8.72,0
2022/3/27,Germany,Mountain,613.51,2238.77,374.46,1,803,8.68,2
2022/5/1,China,Urban,998.63,108.64,494.84,3,559,17.27,1
2024/2/3,USA,Mountain,1063.05,521.73,1637.97,5,711,19.88,0
2020/7/13,Indonesia,Rural,608.51,487.96,437.63,2,372,16.6,3
2021/10/2,Philippines,Suburban,1967.91,1130.77,643.99,3,227,11.38,1
2022/5/24,Indonesia,Suburban,901.02,809.37,453.33,2,737,2.4,0
2021/10/2,Germany,Urban,1386.42,940.09,1351.87,1,153,19.11,0
2023/9/24,Brazil,Urban,1070.63,319.39,5531.09,2,168,17.27,1
2021/6/6,Indonesia,Suburban,2372.64,835.66,1588.26,5,761,16.91,0
2022/2/5,Philippines,Mountain,2251.79,1115.01,579.91,3,631,8.14,2
2020/11/8,Russia,Coastal,1300.03,594.51,1350.76,1,106,9.22,0
2023/11/7,Russia,Rural,2456.84,367.15,612.09,1,458,2.83,2
2022/8/29,Russia,Suburban,3809.99,176.46,1256.61,5,627,18.79,1
2020/5/17,Russia,Coastal,163.43,1300.63,2986.76,2,961,18.89,4
2020/7/5,Germany,Mountain,1020.12,862.37,1060.78,3,107,5.46,0
2020/6/23,Russia,Forest,726.43,3510.62,1422.79,5,166,14.07,0
2020/7/9,India,Urban,944.67,1490.33,1097,0,474,4.47,0
2022/6/3,India,Forest,125.33,111.94,2123.58,5,868,8.16,3
2020/7/16,Mexico,Suburban,154.36,1140.37,1785.81,3,70,6.4,1
2022/2/2,USA,Mountain,1101.18,1152.11,825.77,1,128,8.1,0
2020/9/23,Nigeria,Mountain,1075.41,551.04,1786.56,2,873,6.52,1
2023/2/13,India,Mountain,4178.27,1278.46,1264.71,3,915,7.23,1
2020/5/2,Nigeria,Mountain,1855.76,856.98,770.98,4,608,15.93,2
2023/4/16,Mexico,Suburban,2412.72,687.31,781.91,4,935,6.35,1
2023/2/24,USA,Urban,13610.23,1455.75,1235.71,3,732,16.39,0
2023/2/24,India,Forest,5031.95,14,1407.24,2,645,11.57,3
2021/11/6,India,Rural,1608.6,2018.75,968.09,1,157,15.72,2
2023/10/4,USA,Urban,1176.78,2639.57,1432.85,6,848,18.42,5
2020/9/7,USA,Mountain,1033.94,120.49,565.73,5,320,3.2,1
2022/4/21,Nigeria,Suburban,2129.28,1145.19,419.58,0,737,7.21,0
2021/12/25,China,Mountain,1185.03,188.38,261.75,1,879,1.58,0
2023/9/24,Indonesia,Urban,592.04,301.67,1618.56,3,525,8.43,2
2022/5/16,Brazil,Forest,1066.68,309.6,236.55,5,119,5.13,1
2024/1/16,Russia,Forest,2173.58,860.22,1421.94,1,436,11.65,3
2020/4/15,Mexico,Coastal,2717.54,776.81,733.27,3,215,15.78,0
2021/8/12,Philippines,Coastal,5373.57,479.9,848.06,5,904,9.98,0
2023/5/14,China,Suburban,1796.5,49.07,858.1,1,107,7.01,0
2021/10/1,Indonesia,Coastal,3961.82,378.92,4892.25,3,500,3.47,1
2021/12/21,Brazil,Mountain,1427.74,2018.06,660.37,2,294,1.02,0
2020/7/31,India,Urban,1585.17,1143.02,481.93,5,94,13.72,0
2023/3/29,China,Suburban,1521.07,212.12,3630.31,4,733,1.1,0
2022/11/5,China,Suburban,1959.51,706.97,292.19,1,825,18.46,1
2021/3/11,Germany,Urban,3059.39,495.29,367.52,6,432,12.09,0
2020/11/12,Mexico,Coastal,1145.03,2145.73,2024.87,2,627,7.39,0
2023/9/6,Philippines,Forest,762.07,495.63,1458.18,2,888,1.32,1
2022/9/14,Mexico,Coastal,3229.17,477.46,779.24,4,750,8.56,2
2021/4/4,Nigeria,Urban,3072.75,2156.19,430.1,1,834,17.41,0
2020/8/9,Russia,Mountain,4382.42,1550.72,125.9,3,120,19.41,2
2021/12/18,Indonesia,Coastal,1002.21,664.08,3098.71,3,914,2.16,0
2023/2/13,Nigeria,Suburban,1387.54,193.23,1790.15,3,597,15.65,0
2022/1/22,Germany,Rural,3312.68,1112.98,2870.59,3,288,5.54,3
2020/8/23,Nigeria,Rural,1134.05,162.92,2295.47,4,629,7.9,2
2021/7/24,USA,Forest,2637.8,785.32,1513.58,4,157,11.18,2
2023/3/21,Indonesia,Urban,1432.63,1029.68,644.79,3,257,19.9,0
2021/4/8,Russia,Mountain,2121,126.03,431.76,3,838,4.57,0
2022/5/28,India,Suburban,580.7,492.57,2454.1,4,771,3.04,2
2023/2/22,USA,Rural,1779.11,852.01,734.68,3,351,12.1,0
2023/6/27,USA,Coastal,3758.73,970.35,455.43,2,479,17.13,1
2023/6/10,Indonesia,Suburban,2885.23,1009.19,605.14,3,397,13.14,0
2023/10/14,USA,Mountain,717.26,286.98,2560.45,3,156,7.28,0
2023/8/9,India,Urban,5093.32,365.95,499.59,2,941,19.55,0
2023/2/14,Philippines,Suburban,3604.64,382.62,782.85,3,577,19.9,1
2020/2/23,Mexico,Suburban,607.57,1746.49,988.03,3,800,15.53,0
2023/6/1,Indonesia,Coastal,1072.79,508.93,1288.98,4,455,16.15,1
2023/9/9,Brazil,Mountain,640.92,1385.53,464.15,7,951,15.34,0
2023/11/21,Nigeria,Urban,2164.43,1439.74,962.03,3,783,5.52,0
2021/7/1,India,Suburban,1033.46,2601.57,2052.47,4,305,3.43,0
2020/2/29,Russia,Mountain,216.25,171.34,4141.32,3,350,11.31,3
2021/1/4,China,Suburban,1579.62,898.35,388.76,4,973,19.11,1
2021/7/13,Mexico,Rural,3141.81,530.92,451.19,4,194,17.63,0
2023/12/10,Philippines,Rural,1806.96,608.8,515.88,2,725,2.58,1
2021/9/24,India,Urban,2471.36,1036.87,1705.68,3,573,1.61,1
2021/11/26,Philippines,Rural,1938.16,303.75,416.33,3,611,17.54,2
2021/12/19,India,Urban,2802.43,452.56,935.13,1,876,12.45,1
2020/1/13,Brazil,Suburban,2067.88,19.64,858.62,1,409,6.43,1
2021/1/6,India,Forest,1513.22,318.43,4387.18,2,573,11.45,0
2020/10/20,India,Rural,1790.14,2157.78,655.48,2,533,4.82,1
2023/3/5,Brazil,Mountain,4490.84,1113.44,622.06,4,239,18.97,4
2023/9/8,Russia,Mountain,2571.11,1016.79,1704.6,2,345,16.63,0
2022/3/31,Germany,Urban,715.05,1175.2,1347.56,2,142,19.26,1
2020/5/22,Russia,Forest,1768.71,585.99,585.64,3,179,4.15,1
2020/10/17,Brazil,Suburban,2136.38,1449.93,2685.49,2,910,16.95,1
2023/7/20,Mexico,Coastal,1474.16,307.22,282.97,1,533,11.43,0
2020/3/3,China,Mountain,217.73,502.54,1013.42,3,925,6.84,2
2020/7/6,Germany,Forest,784.4,492.57,813.56,2,458,9.85,2
2022/12/22,Indonesia,Mountain,1187.7,1525.22,944.56,2,390,18.92,1
2021/3/16,USA,Urban,5484.42,280.33,580.95,2,263,13.98,1
2022/2/9,India,Urban,2376.17,455.41,961.64,5,379,7.52,2
2022/5/9,China,Coastal,360.88,350.55,1234.77,2,944,20,1
2022/7/18,Russia,Urban,1548.68,2085.66,68.3,2,848,7.24,2
2021/11/29,Brazil,Coastal,4031.03,1440.29,709.46,3,224,16.37,1
2020/11/18,Mexico,Suburban,1021.07,911.17,519.91,3,493,15.8,1
2022/1/27,China,Urban,3398.74,1166.12,3469.75,4,250,14.6,0
2021/9/30,Philippines,Mountain,374.05,204.8,1476.25,3,666,13.55,1
2024/1/17,Philippines,Urban,32.35,1002.42,493.29,4,792,2.62,2
2021/10/26,Indonesia,Rural,3746.01,820.51,677.58,3,147,19.9,0
2023/3/8,Russia,Suburban,1137.38,269.91,839.33,1,152,3.64,0
2023/5/6,Brazil,Suburban,1213.72,82.27,664.81,3,602,12.12,1
2020/6/22,Mexico,Forest,1924.79,661.69,1559.95,3,995,5.36,1
2020/4/17,Philippines,Mountain,2316.47,608.66,3071.41,1,200,3.79,0
2020/11/14,Brazil,Suburban,76.16,63.87,18.54,3,317,11.41,0
2020/11/18,China,Forest,953.12,764.2,797.37,2,888,16.81,1
2023/6/19,Brazil,Rural,1743.98,1121.52,4126.59,0,401,7.85,0
2020/4/11,Brazil,Suburban,2312.7,1397.48,824.14,0,516,2,1
2023/10/12,Germany,Forest,707.14,538.58,1289.91,2,327,12.66,2
2020/6/16,USA,Rural,1413.91,739.72,96.84,4,617,15.45,2
2021/7/11,Philippines,Urban,1018.34,1387.57,2663.88,2,65,6.27,0
2022/6/26,USA,Urban,1973.21,584.12,382.03,4,505,13.97,0
2023/9/17,China,Suburban,3655.52,289.91,1449.1,1,783,1.98,1
2022/5/18,Mexico,Rural,1269.16,292.1,453.95,3,228,7.55,2
2022/9/21,USA,Mountain,448.97,1210.54,40.93,3,183,9.75,1
2023/5/28,Nigeria,Suburban,908.31,728.96,1349.78,0,307,15.75,0
2022/6/24,Russia,Urban,5059.61,439.93,1820.02,1,111,7.09,1
2022/4/28,China,Mountain,787.22,263.36,989.06,4,531,9.35,2
2021/7/13,Indonesia,Forest,546.58,431.86,336.19,3,526,12.75,1
2021/3/17,India,Urban,1206.26,675.17,4684.87,1,684,12.67,2
2022/11/15,Mexico,Rural,1548.99,1986.05,1769.37,1,91,10.6,0
2020/8/21,Germany,Suburban,1072.44,1561.85,1195.01,4,422,6.91,1
2021/12/7,USA,Suburban,376.38,2202.09,2368.07,3,422,13.56,2
2022/5/30,Germany,Rural,2117.27,363.35,664.4,6,348,16.82,1
2020/8/15,Nigeria,Urban,1974.72,46.77,3706.08,5,101,3.5,0
2021/8/3,USA,Rural,2730.46,490.95,1793.26,3,428,7.14,1
2023/10/20,India,Suburban,1941.76,988.94,2210.31,3,965,13.54,1
2023/10/21,India,Urban,4785.71,787.78,783.83,2,361,15.24,1
2023/4/29,Brazil,Coastal,2881.04,3251.97,372.11,2,628,15.74,3
2022/9/23,Brazil,Urban,2487.44,1170.69,1208.79,1,108,13.24,3
2022/12/15,Philippines,Mountain,3746.61,325.88,689.97,0,353,9.83,0
2023/9/28,Germany,Forest,1854.52,1576.03,4005.25,6,84,13.09,0
2021/9/23,Indonesia,Rural,1438.07,78.61,273.68,1,697,3.13,0
2020/4/3,Brazil,Forest,2099.76,389.68,2826.51,4,637,4.55,0
2021/3/27,Mexico,Urban,203.65,430.88,183.07,4,803,18.59,2
2022/3/20,Brazil,Urban,1859,1661.32,452.22,1,542,18.48,1
2023/5/12,Brazil,Urban,1547.67,836.85,178.22,5,540,14.62,1
2020/4/22,China,Mountain,2269.19,267.83,665.85,2,849,6.88,0
2020/1/16,USA,Forest,3405.69,160.42,877.48,4,270,13.15,0
2021/2/22,Germany,Forest,2539.23,953.21,592.54,1,862,13.91,1
2021/9/9,China,Rural,910.5,3181.67,1447.99,3,646,10.54,2
2021/3/8,China,Urban,3033.14,526.47,883.05,8,172,15.1,2
2020/10/8,Germany,Rural,4831.82,64.29,101.16,4,756,1.08,0
2021/6/7,India,Mountain,3466.09,1229.22,428.7,0,151,5.5,2
2021/8/15,Brazil,Coastal,492.6,930.74,776.8,4,844,15.99,1
2021/11/2,Indonesia,Suburban,2520.21,366.24,2296.25,6,936,18.8,1
2020/9/2,India,Suburban,571.74,139.3,1147.93,2,564,17.58,0
2020/1/16,China,Mountain,1327.21,336.53,696.11,4,362,14.47,2
2022/10/15,Nigeria,Coastal,2220.96,610.31,238.63,1,555,3.73,2
2022/5/31,Nigeria,Urban,2012.85,485.21,1188.33,1,543,7.69,0
2020/12/25,Russia,Suburban,3420.23,159.63,2687.72,2,808,1.48,0
2020/9/21,Brazil,Forest,4847.39,130.23,806.38,2,709,12.98,2
2022/2/17,Brazil,Forest,2384.64,274.44,470.55,4,248,9.27,0
2022/12/26,India,Rural,1245.86,1054.54,1617.62,3,682,11.67,2
2023/12/12,India,Coastal,217.21,443.47,2361.85,1,730,19.6,1
2021/4/16,Indonesia,Rural,4013.62,1356.62,902.28,5,562,8.34,1
2022/10/21,Indonesia,Urban,1554.1,375.61,1760.65,6,379,6.48,1
2023/2/18,Nigeria,Forest,1618.63,1168.15,728.08,3,670,3.44,1
2023/9/30,Nigeria,Rural,1720.59,1125.75,1823.14,3,949,3.3,2
2021/12/26,Germany,Coastal,2306.49,437.5,2783.6,3,376,10.61,1
2020/5/27,Philippines,Urban,2355.69,2248.17,2024.79,5,59,15.11,0
2022/3/24,China,Urban,1344.47,1215.61,1568.48,2,176,11.51,3
2020/3/27,Brazil,Coastal,1541.98,1497.09,3441.82,3,718,17.53,0
2022/6/12,Nigeria,Rural,1003.27,1163.5,840.89,4,280,6.66,0
2020/2/8,Nigeria,Mountain,909.87,436.02,1567.98,3,64,12.1,0
2022/7/30,Indonesia,Rural,905.96,2048.84,864.81,3,836,13.39,2
2020/6/8,Brazil,Suburban,1527.84,1279.51,1568.68,3,536,5.97,2
2021/10/3,Russia,Coastal,756.41,720.36,1773.09,0,491,8.23,0
2023/3/25,Russia,Forest,25.86,1447.11,2120.89,0,927,12.02,2
2022/5/29,Germany,Rural,1228.09,1577.03,1083.51,3,998,0.91,2
2023/3/20,China,Mountain,525.21,1393.47,143.89,6,607,17.79,0
2022/4/8,Russia,Rural,1811.94,552.5,879.79,6,323,2.67,2
2023/12/24,Germany,Forest,999.89,178.5,1727.86,2,667,1.43,0
2023/8/4,Russia,Urban,2327.24,1185.92,1342.49,5,52,4.69,0
2022/5/5,Indonesia,Rural,576.44,737.86,1497.67,2,375,10.3,1
2021/8/15,Brazil,Urban,273.8,180.71,1856.01,3,302,6.91,3
2020/8/23,Indonesia,Suburban,1545.01,667.26,371.5,0,583,9.08,0
2022/4/9,India,Forest,1185.27,876.38,1926.31,2,104,2.14,1
2020/2/12,Indonesia,Mountain,478.98,696.58,3559.57,4,935,5.05,2
2021/10/27,Brazil,Rural,2882.66,933.83,776.79,3,497,2.4,0
2020/12/17,Russia,Urban,678.74,409.08,2152.76,6,346,4.98,0
2023/6/19,Philippines,Mountain,871.78,501.1,1136.83,4,671,14.21,0
2022/7/31,Germany,Urban,3269.48,1029.77,1466.58,4,422,11.72,1
2023/11/13,Philippines,Urban,2424.9,157.98,2005.11,5,784,7.01,3
2022/1/11,Germany,Urban,609.3,1574.89,1336.58,5,518,5.59,2
2020/6/29,Indonesia,Rural,1275.06,521.69,737.11,0,809,19.95,0
2022/6/13,Philippines,Urban,549.88,1171.87,1383.27,4,185,15.47,1
2020/8/4,Russia,Suburban,3107.14,1008.14,468.43,2,882,16.53,0
2021/5/13,Nigeria,Suburban,3105.68,726.49,243.9,3,948,1.01,0
2022/6/11,Philippines,Forest,5320.24,509.82,2909.23,5,974,1.66,0
2023/4/21,India,Coastal,6688.35,877.71,1524.11,2,295,14.4,0
2022/3/31,Indonesia,Mountain,989.7,709.15,1787.41,3,119,4.24,1
2022/12/9,Germany,Suburban,2766.48,105.65,1278.13,2,530,8.8,1
2020/6/10,Germany,Mountain,226.03,61.93,184.12,6,579,4.09,0
2022/3/21,Brazil,Suburban,1917.34,807.82,2769.28,1,539,3.95,0
2021/9/27,Russia,Rural,2278.46,225.24,738.41,2,552,2.63,1
2021/11/26,Germany,Rural,714.76,1391.35,870.77,3,747,12.09,1
2021/3/29,India,Rural,936.54,64.67,2536.62,4,166,14.92,2
2021/11/13,Brazil,Suburban,3120.26,1272.2,461.52,1,306,1.61,1
2020/12/10,China,Coastal,2319.7,1148.54,807.99,2,839,5.87,2
2020/6/5,Nigeria,Forest,4878.54,649.42,759.72,2,656,13.34,1
2022/11/11,India,Mountain,4507.97,25.45,448.05,2,968,8.15,1
2023/7/20,Mexico,Mountain,312.34,466.43,1152.99,3,953,14.24,0
2020/8/21,Philippines,Rural,1077.15,1070.9,509.47,3,974,15.3,0
2022/12/22,Philippines,Rural,645.32,9.25,2854.19,0,477,1.13,1
2022/11/10,USA,Forest,2848.32,1149.77,223.75,5,164,7.93,2
2021/2/1,Nigeria,Suburban,2060.48,175.33,324.03,4,543,14.72,0
2021/12/16,Mexico,Urban,688.97,84.23,807.1,4,111,7.88,0
2021/12/20,Mexico,Forest,795.02,1140.93,1049.88,0,836,0.61,2
2024/1/29,Philippines,Rural,3856.42,474.04,584.88,3,876,7.06,0
2023/8/14,Brazil,Suburban,1183.27,842.41,1877.61,4,546,17.52,0
2020/10/29,Russia,Mountain,180.82,660.37,905.91,2,685,19.06,2
2021/4/28,USA,Forest,631.21,410.08,1591.39,1,129,11.43,3
2020/7/29,Germany,Urban,5552.48,29.32,2709.86,2,708,6.47,1
2020/10/26,Nigeria,Suburban,3334.92,931.1,3364.34,4,534,9.59,1
2021/6/8,Russia,Coastal,514.81,1106.51,823.61,3,71,5.11,1
2021/2/8,Indonesia,Coastal,1916.68,783.05,1145.36,2,644,3.78,0
2020/12/21,Mexico,Mountain,3194.41,875.74,1331.15,2,373,10.12,2
2023/5/18,Philippines,Urban,307.31,676.76,846.76,3,566,14.87,2
2020/11/9,India,Forest,3441.16,470.01,420.48,2,310,4.84,1
2023/9/4,India,Rural,2303.77,1553.61,2249.46,3,970,18.24,0
2020/6/3,Indonesia,Rural,888.03,1687.05,420.7,1,841,3.78,1
2020/12/28,Mexico,Urban,2573.06,2271.4,2411.18,5,178,11.39,0
2023/7/10,Germany,Forest,2081.98,1979.03,1503.26,1,675,15.64,0
2022/10/8,Germany,Urban,2187.74,688.96,1292.49,3,333,4.66,0
2022/8/8,Indonesia,Forest,1865.25,341.06,549.2,3,96,6.28,2
2023/2/28,Brazil,Coastal,768.35,142.39,126.45,2,902,1.5,0
2023/4/1,Germany,Forest,905.92,1110.78,2208.76,2,237,18.91,1
2022/7/8,Nigeria,Forest,1377.78,907.63,542.55,3,68,10,1
2023/10/26,USA,Rural,1726.76,837.56,1574.63,4,648,1.75,0
2023/3/2,Nigeria,Mountain,2681.76,918.33,1638.81,3,703,16.69,0
2023/8/9,China,Suburban,5638.74,1014.07,1063.66,0,812,11.6,0
2023/7/25,India,Suburban,1983.67,2269.95,1304.49,2,887,1.58,1
2023/7/3,Mexico,Rural,2648.35,760.08,1486.77,1,931,9.29,0
2021/10/23,USA,Coastal,3083.16,998.06,1222.32,1,57,8.97,2
2023/7/8,Mexico,Urban,2781.75,407.88,492.36,3,86,3.35,0
2021/10/9,Russia,Rural,741.55,2502.89,226.32,2,647,8.7,0
2020/11/5,Russia,Urban,4100.39,76.72,589.6,2,121,6.01,2
2022/6/19,USA,Rural,3679.81,1625.43,765.33,3,430,14.15,0
2020/5/19,Brazil,Suburban,1846.12,793.89,2812.3,2,315,0.61,0
2022/8/18,Germany,Mountain,783.37,505.79,338.94,3,116,2.57,2
2022/6/24,Germany,Mountain,1705.74,152.7,3099.96,3,702,18.41,1
2023/7/17,Philippines,Rural,354.31,1139.97,3813.28,2,856,8.95,2
2021/9/12,Germany,Rural,4458.49,265.08,609.08,4,113,3.94,1
2021/7/16,Brazil,Suburban,980.52,1448.48,3720.4,2,79,15.97,0
2023/4/26,Germany,Urban,1321.78,545.61,939.78,3,949,17.11,1
2020/4/25,Germany,Urban,4250.62,95.63,815.79,2,606,4.62,1
2021/12/21,Nigeria,Suburban,3918.51,693.36,2814.02,2,695,14.42,0
2022/11/5,Brazil,Coastal,2142.25,635.82,1258.69,2,65,12.5,1
2020/5/31,Germany,Coastal,4902.8,1462.5,1116.45,3,327,15.03,0
2021/9/27,India,Rural,719.77,1184.63,581.88,3,780,15.86,2
2022/8/3,Brazil,Mountain,2143.06,139.51,630.57,3,326,13.39,0
2022/7/14,Russia,Coastal,725.37,1260.56,1148.33,2,270,19.15,1
2020/3/18,Russia,Coastal,3530.03,392.26,2813.07,3,242,17.35,2
2020/4/26,India,Forest,3446.69,362.79,340.97,1,719,4.96,1
2022/1/25,Mexico,Mountain,5131,1075.39,981.36,4,73,18.31,1
2021/8/10,Mexico,Urban,1666.26,347.7,272.98,4,881,7.51,0
2020/6/6,India,Urban,6070.7,1837.23,553.85,2,190,14.67,2
2023/8/13,Brazil,Suburban,669.89,80.63,1750.81,1,783,17.04,0
2020/7/3,Philippines,Urban,1598.04,608.42,459.57,3,75,9.01,1
2023/6/13,Philippines,Forest,692.97,621.28,2325.54,3,147,1.5,1
2023/5/1,China,Rural,1932.91,189.77,457.32,2,325,19.02,1
2022/11/4,Mexico,Rural,750.77,423.49,648.8,4,622,1.91,0
2022/2/26,Mexico,Urban,3536.54,384.27,144.85,4,941,7.29,2
2022/8/5,USA,Mountain,2358.44,81.29,2328.07,2,292,12.13,1
2023/4/3,Germany,Forest,616.92,274.77,2088.92,4,951,2.79,2
2023/2/9,Nigeria,Urban,2993.28,532.4,281.36,3,988,16.85,1
2020/3/25,Nigeria,Urban,4676.95,498.42,820.51,1,482,4.47,2
2022/7/10,India,Rural,2523.07,1126.21,761.25,4,58,19.73,0
2023/3/16,USA,Suburban,452.12,1704.39,705.01,0,945,18.37,2
2023/8/27,Germany,Mountain,1481.65,444.12,3832.75,5,918,12.29,1
2021/1/20,Nigeria,Forest,2754.49,154.91,696.8,1,982,13.37,1
2021/10/20,Mexico,Forest,1372.59,877.18,482.6,4,321,10.91,1
2023/5/24,Philippines,Coastal,661.76,528.5,166.45,2,821,8.13,1
2022/9/1,Philippines,Mountain,3812.28,1356.08,506.37,1,81,7.36,0
2022/10/23,Germany,Rural,1325.83,542.64,2806.47,5,901,17.89,5
2020/11/4,Nigeria,Suburban,4678.86,632.04,1247.71,3,654,11.74,1
2020/5/6,Germany,Suburban,1082.03,508.68,1249.99,2,528,16.55,1
2022/7/11,Brazil,Coastal,1264.16,1875.23,535.73,2,177,10.52,3
2020/7/30,Brazil,Rural,1011.59,683.47,2501.84,7,798,6.49,0
2021/12/4,USA,Urban,1461.85,1451.77,1594.84,4,66,2.29,1
2024/1/2,India,Coastal,2330.89,440.94,714.03,2,602,6.81,0
2020/6/21,Nigeria,Rural,694.82,1029.96,415.97,0,522,17.66,1
2022/10/30,Nigeria,Urban,577.1,1153.56,983.45,2,350,14.38,3
2023/8/16,China,Rural,299.53,455.11,450.29,1,833,15.82,4
2020/12/19,Mexico,Suburban,257.83,1198.23,890.62,2,837,15.58,1
2020/3/21,Mexico,Mountain,457.76,83.65,1159.15,3,91,2.84,3
